,,,Quantity of Water Transferred,,,,,,Prices,,,,Transfer Length,,,,Transfer Type,,,,,,,,,,,,,,
ID Code,Year,State,Minimum Annual Acre-Feet,Average Annual Acre-Feet,Maximum Annual Acre-Feet,Committed Minimum Acre-Feet,Commited Average Acre-Feet,Commited Maximum Acre-Feet,Total Price,Inflation Adjusted Total Price,Inflation Adjusted Price per Annual Acre-Foot,Inflation Adjusted Price per Committed Acre-Foot,Sale,Lease,Exchange,Lease Duration,Ag-to-Ag,Ag-to-Urban,Ag-to-Enivo,Urban-to-Ag,Urban-to-Urban,Urban-to-Enviro,Enviro-to-Ag,Enviro-to-Urban,Enviro-to-Enviro,Combination,Recycled,Unknown,Seller,Buyer,Water Strategist Issue
CO1750,2005,CO,2.1,2.1,2.1,42,42,42,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,City of Lafayette,May '05
CO1752,2005,CO,6.3,6.3,6.3,126,126,126,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Windsor,May '05
CO1753,2005,CO,7,7,7,140,140,140,112500,65437.79,9348.255,467.4128,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Platteville,May '05
CO1754,2005,CO,9.1,9.1,9.1,182,182,182,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,City of Lafayette,May '05
CO1755,2005,CO,14.7,14.7,14.7,294,294,294,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Little Thompson Water District,May '05
CO1756,2005,CO,17.5,17.5,17.5,350,350,350,280000,162867.4,9306.707,465.3354,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of LaSalle,May '05
CO1758,2005,CO,0.6,0.6,0.6,12,12,12,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,N. Colorado Water Assn,Nov '05
CO1759,2005,CO,0.6,0.6,0.6,12,12,12,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,N. Colorado Water Assn,Nov '05
CO1760,2005,CO,1.2,1.2,1.2,24,24,24,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Firestone,Nov '05
CO1761,2005,CO,1.2,1.2,1.2,24,24,24,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Windsor,Nov '05
CO1762,2005,CO,31.2,31.2,31.2,624,624,624,546000,317591.4,10179.21,508.9606,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,City of Fort Morgan,Nov '05
CO1763,2005,CO,135,135,135,2700,2700,2700,2362500,1374194,10179.21,508.9605,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Platte Valley Irr. Co.,Town of Erie,Nov '05
CO1764,2005,CO,527.4,527.4,527.4,10548,10548,10548,9229500,5368516,10179.21,508.9606,1,0,0,,0,0,0,0,0,0,0,0,0,1,,0,Holcim Inc.,Fort Collins - Loveland Water District,Nov '05
CO1765,2005,CO,1005,1005,1005,20100,20100,20100,,,,,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Various entities,Boulder County Parks and OpenSpace Program,Nov '05
CO1766,2005,CO,600,600,600,600,600,600,120000,69800.3,116.3338,116.3338,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,0,Pueblo Board of Water Works,Colorado State Parks,Oct '05
CO1767,2005,CO,8026,8026,8026,8026,8026,8026,240780,140054.3,17.45008,17.45008,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,City of Greeley,Central Colorado Water Conservancy District,Oct '05
CO1768,2005,CO,1.4,1.4,1.4,28,28,28,21000,12215.05,8725.038,436.2519,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Nunn,Oct '05
CO1769,2005,CO,7,7,7,140,140,140,127050,73901.07,10557.3,527.8648,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Holcim Inc.,Private entities,Oct '05
CO1770,2005,CO,13,13,13,260,260,260,129600,75384.33,5798.794,289.9397,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Developer,Oct '05
CO1771,2005,CO,17.5,17.5,17.5,350,350,350,250000,145417.3,8309.56,415.478,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Morgan County Quality WD,Oct '05
CO1772,2005,CO,73,73,73,1460,1460,1460,130500,75907.84,1039.833,51.99167,1,0,0,,0,0,0,0,0,0,0,0,0,1,,0,Colorado Water Trust,Colorado River Water Conservation District,Oct '05
CO1773,2005,CO,612,612,612,12240,12240,12240,9177000,5337979,8722.188,436.1093,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Holcim Inc.,Fort Collins - Loveland Water District,Oct '05
CO1774,2005,CO,800,800,800,16000,16000,16000,132000,76780.34,95.97542,4.798771,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Irrigator,Colorado Water Trust,Oct '05
CO1775,2005,CO,360,360,360,360,360,360,10800,6282.027,17.45008,17.45008,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Little Thompson Water District,Irrigators,Sep '05
CO1776,2005,CO,450,450,450,450,450,450,9900,5758.525,12.79672,12.79672,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Central Weld County Water District,Irrigators,Sep '05
CO1777,2005,CO,655,655,655,655,655,655,16375,9524.833,14.54173,14.54173,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,Little Thompson Water District,Irrigators,Sep '05
CO1778,2005,CO,0.7,0.7,0.7,14,14,14,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Longs Peak Water District,Sep '05
CO1779,2005,CO,1.4,1.4,1.4,28,28,28,23300,13552.89,9680.638,484.0319,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Little Thompson Water District,Sep '05
CO1780,2005,CO,2.1,2.1,2.1,42,42,42,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,City of Dacono,Sep '05
CO1781,2005,CO,4.2,4.2,4.2,84,84,84,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developers,N. Colorado Water Assn,Sep '05
CO1782,2005,CO,4.2,4.2,4.2,84,84,84,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developers,Town of Severance,Sep '05
CO1783,2005,CO,7,7,7,140,140,140,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Berthoud,Sep '05
CO1784,2005,CO,10.5,10.5,10.5,210,210,210,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Frederick,Sep '05
CO1785,2005,CO,14.7,14.7,14.7,294,294,294,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,City of Loveland,Sep '05
CO1786,2005,CO,20.3,20.3,20.3,406,406,406,310300,180492,8891.229,444.5615,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigators,Little Thompson Water District,Sep '05
CO1788,2005,CO,32.9,32.9,32.9,658,658,658,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developers,Town of Lyons,Sep '05
CO1789,2005,CO,98.7,98.7,98.7,1974,1974,1974,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developers,Town of Firestone,Sep '05
CO1659,2005,CO,3.6,3.6,3.6,72,72,72,69000,40135.18,11148.66,557.433,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,Dec '05
CO1667,2005,CO,90,95,100,1800,1900,2000,350000,203584.2,2142.992,107.1496,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,Dec '05
CO1678,2005,CO,30,30,30,600,600,600,20000,11633.38,387.7795,19.38898,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,Feb '05
CO1722,2005,CO,23.8,23.8,23.8,476,476,476,365500,212600.1,8932.777,446.6389,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,June '05
CO1740,2005,CO,13.8,13.8,13.8,276,276,276,,,,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Platte Valley Irrigation Company,Irrigator,Mar '05
CO1751,2005,CO,2.1,2.1,2.1,42,42,42,33000,19195.08,9140.517,457.0258,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,May '05
CO1757,2005,CO,24.3,24.3,24.3,486,486,486,,,,,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,May '05
CO1787,2005,CO,29,29,29,580,580,580,100000,58166.92,2005.756,100.2878,1,0,0,,1,0,0,0,0,0,0,0,0,0,,0,Irrigator,Irrigator,Sep '05
CO1790,2006,CO,0.8,0.8,0.8,16,16,16,,,,,0,0,1,,,,,,,,,,,,,1,Developer,Town of Firestone,Apr'06
CO1791,2006,CO,1.6,1.6,1.6,32,32,32,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Central Weld Co. Water District,Apr'06
CO1792,2006,CO,8,8,8,160,160,160,103000,58039.68,7254.96,362.748,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Evans,Apr'06
CO1794,2006,CO,100,100,100,2000,2000,2000,1275000,718452.38,7184.52,359.23,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Morgan Co. uality Water District,Apr'06
CO1795,2006,CO,1.6,1.6,1.6,32,32,32,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Windsor,Apr'06
CO1796,2006,CO,32.8,32.8,32.8,656,656,656,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Windsor,Apr'06
CO1797,2006,CO,5440.04,5440.04,5440.04,5440.04,5440.04,5440.04,1060807.8,"597,756.78",106.25,106.25,0,1,0,,0,0,0,0,1,0,0,0,0,0,,0,Denver Water,10 recycled water customers,Apr'07
CO1798,2006,CO,0.6,0.6,0.6,12,12,12,,,,,1,0,0,,,,,,,,,,,,,1,Developer,Town of Windsor,December '06
CO1799,2006,CO,112.2,112.2,112.2,2244,2244,2244,,,,,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Longs Peak Water District,Left Hand Water District,December '06
CO1800,2006,CO,0.6,0.6,0.6,12,12,12,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Little Thompson Water District,December '06
CO1801,2006,CO,0.6,0.6,0.6,12,12,12,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Longs Peak Water District,December '06
CO1802,2006,CO,0.6,0.6,0.6,12,12,12,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Milliken,December '06
CO1803,2006,CO,36,36,36,720,720,720,600000,338095.24,9391.54,469.58,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Platte Valley Irrigation Company,Morgan Co. Quality Water District,December '06
CO1804,2006,CO,1.2,1.2,1.2,24,24,24,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,North Weld County Water District,December '06
CO1805,2006,CO,0.6,0.6,0.6,12,12,12,10750,"6,057.54",10095.9,504.795,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Nunn,December '06
CO1806,2006,CO,1.2,1.2,1.2,24,24,24,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Sunset WD,December '06
CO1807,2006,CO,10.8,10.8,10.8,216,216,216,183600,"103,457.14",9579.36,478.97,1,0,0,,0,0,0,0,0,0,0,0,0,1,,0,Irrigator,St. Vrain & Left Hand Water Conservation District,December '06
CO1808,2006,CO,9,9,9,180,180,180,153000,"86,214.29",9579.36,478.97,1,0,0,,0,0,0,0,0,0,0,0,0,1,,0,Irrigator,St. Vrain & Left Hand Water Conservation District,December '06
CO1809,2006,CO,7,7,7,120.11,120.11,120.11,,,,,0,1,0,40,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Private entities,December '07
CO1810,2006,CO,51,51,51,875.11,875.11,875.11,,,,,0,1,0,40,1,0,0,0,0,0,0,0,0,0,,0,Bureau of Reclamation,Private entities,December '07
CO1811,2006,CO,155,155,155,2659.658,2659.658,2659.658,,,,,0,1,0,40,0,0,0,0,0,0,0,0,0,1,,0,Bureau of Reclamation,Private entities,Feb '06
CO1812,2006,CO,60,60,60,1200,1200,1200,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Colorado-Big Thompson,Town of Frederick,Feb '06
CO1813,2006,CO,6,6,6,120,120,120,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Colorado-Big Thompson,Town of Kersey,Feb '06
CO1814,2006,CO,0.6,0.6,0.6,12,12,12,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Colorado-Big Thompson,Town of Nunn,Feb '06
CO1815,2006,CO,1.2,1.2,1.2,24,24,24,13800,7776.19,6480.15,324.01,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Colorado-Big Thompson,Town of Nunn,Feb '06
CO1816,2006,CO,3.6,3.6,3.6,72,72,72,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Colorado-Big Thompson,Little Thompson Water District,Feb '06
CO1817,2006,CO,90,95,100,1800,1900,2000,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Dyecrest Dairy,City of Thorton,Feb '06
CO1818,2006,CO,5196,5196,5196,5196,5196,5196,1215864,"685,129.71",131.86,131.86,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,0,Denver Water,City of Aurora,Jan'07
CO1819,2006,CO,0.6,0.6,0.6,12,12,12,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Ault,Jan'07
CO1820,2006,CO,9.6,9.6,9.6,192,192,192,,,,,1,0,0,,0,0,0,0,1,0,0,0,0,0,,0,Left Hand Water District,Central Weld Co. Water District,Jan'07
CO1824,2006,CO,6,6,6,120,120,120,102500,"57,757.94",9626.32,481.32,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Lafayette,Jan'07
CO1825,2006,CO,13.8,13.8,13.8,276,276,276,236900,"133,491.27",9673.28,483.66,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Lyons,Jan'07
CO1826,2006,CO,1.2,1.2,1.2,24,24,24,20500,"11,551.59",9626.32,481.32,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,North Carter Lake WD,Jan'07
CO1829,2006,CO,40,40,40,800,800,800,,,,,0,0,1,,,,,,,,,,,,,1,Private party,Town of Frederick,July/August '06
CO1830,2006,CO,4.8,4.8,4.8,96,96,96,,,,,1,0,0,,,,,,,,,,,,,1,Private party,City of Evans,July/August '06
CO1831,2006,CO,97.6,97.6,97.6,1952,1952,1952,128100,,7395.83,369.79,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Erie,July/August '06
CO1832,2006,CO,4.8,4.8,4.8,96,96,96,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Estes Park,July/August '06
CO1833,2006,CO,24,24,24,480,480,480,319500,180035.71,7501.49,375.07,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Frederick,July/August '06
CO1834,2006,CO,2.4,2.4,2.4,48,48,48,31500,17750,7395.83,369.79,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Longs Peak Water District,July/August '06
CO1835,2006,CO,12,12,12,240,240,240,157500,88750,7395.83,369.79,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,St. Vrain Valley School District,July/August '06
CO1836,2006,CO,6.4,6.4,6.4,128,128,128,84000,47333.33,7395.83,369.79,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,St. Vrain Valley School District,July/August '06
CO1837,2006,CO,16,16,16,320,320,320,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Severance,July/August '06
CO1838,2006,CO,58.4,58.4,58.4,1168,1168,1168,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Little Thompson Water District,July/August '06
CO1839,2006,CO,8,8,8,160,160,160,105000,59166.67,7395.83,369.79,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Longs Peak Water District,July/August '06
CO1840,2006,CO,0.8,0.8,0.8,16,16,16,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Pierce,July/August '06
CO1841,2006,CO,3.2,3.2,3.2,64,64,64,44000,24793.65,7748.02,387.4,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Severance,July/August '06
CO1842,2006,CO,4.8,4.8,4.8,96,96,96,,,,,0,0,1,,,,,,,,,,,,,1,private trust,Town of Pierce,June '06
CO1843,2006,CO,8,8,8,160,160,160,,,,,1,0,0,,0,0,1,0,0,0,0,0,0,0,,0,Parrish Ranch Cons. Partnership,Coutny of Boulder,June '06
CO1844,2006,CO,0.8,0.8,0.8,16,16,16,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Central Weld Co. Water District,June '06
CO1845,2006,CO,24,24,24,480,480,480,300000,169047.62,7043.65,352.18,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Platte Valley Irrigation Company,Developer,June '06
CO1846,2006,CO,0.8,0.8,0.8,16,16,16,,,,,0,0,1,,0,0,0,0,1,0,0,0,0,0,,0,Left Hand Water District,Town of Erie,June '06
CO1847,2006,CO,4.8,4.8,4.8,96,96,96,63600,35838.1,7466.27,373.31,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,City of Evans ,June '06
CO1849,2006,CO,22.4,22.4,22.4,448,448,448,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,City of Lafayette,June '06
CO1850,2006,CO,100,100,100,2000,2000,2000,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Little Thompson Water District,June '06
CO1851,2006,CO,0.8,0.8,0.8,16,16,16,10600,5973.02,7466.27,373.31,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Town of Pierce,June '06
CO1852,2006,CO,47.28,47.28,47.28,945.6,945.6,945.6,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developers---Big Thompson D&M,City of Loveland,June '07
CO1853,2006,CO,38.88,38.88,38.88,777.6,777.6,777.6,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developers-Barnes Ditch company,City of Loveland,June '07
CO1854,2006,CO,133.92,133.92,133.92,2678.4,2678.4,2678.4,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developers-Chubbuck Ditch Company,City of Loveland,June '07
CO1855,2006,CO,41.44,41.44,41.44,828.8,828.8,828.8,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developers--Louden Ditch Company,City of Loveland,June '07
CO1856,2006,CO,1384,1384,1384,1384,1384,1384,1716160,"967,042.54",698.73,698.73,0,1,0,,0,0,0,0,1,0,0,0,0,0,,0,City of Westminster,80 recycled water entities,June '07
CO1857,2006,CO,97.5,97.5,97.5,1950,1950,1950,187525,105668.85,1083.73,54.19,1,0,0,,,,,,,,,,,,,1,New Cache la Poudre Irrigation Company,private parties,Mar '06
CO1858,2006,CO,160,160,160,3200,3200,3200,420000,236666.67,1479.167,73.958,1,0,0,,,,,,,,,,,,,1,Jackson Lake Reservoir and Irrigation Co.,private parties,Mar '06
CO1862,2006,CO,0.6,0.6,0.6,12,12,12,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Firestone,Mar '06
CO1863,2006,CO,25.8,25.8,25.8,516,516,516,451500,254416.67,9861.11,493.06,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Firestone,Mar '06
CO1864,2006,CO,3.6,3.6,3.6,72,72,72,,,,,0,0,1,,0,0,0,0,1,0,0,0,0,0,,0,St. Vrain Valley School District,Town of Firestone,Mar '06
CO1865,2006,CO,2.4,2.4,2.4,48,48,48,659200,371453.97,9673.28,483.66,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developers,Ft. Collins Loveland WD,Mar '06
CO1866,2006,CO,38.4,38.4,38.4,768,768,768,247200,139295.24,9673.28,483.66,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Ft. Collins Loveland WD,Mar '06
CO1867,2006,CO,14.4,14.4,14.4,288,288,288,247200,139295.24,9673.28,483.66,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Ft. Collins Loveland WD,Mar '06
CO1868,2006,CO,14.4,14.4,14.4,288,288,288,247200,139295.24,9673.28,483.66,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Ft. Collins Loveland WD,Mar '06
CO1869,2006,CO,4.8,4.8,4.8,96,96,96,82400,46431.75,9673.28,483.66,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Ft. Collins Loveland WD,Mar '06
CO1870,2006,CO,6,6,6,120,120,120,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Frederick,Mar '06
CO1871,2006,CO,15.6,15.6,15.6,312,312,312,273000,153833.33,9861.11,493.06,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Platte Valley Irrigation Company,Town of Erie,Mar '06
CO1872,2006,CO,26.4,26.4,26.4,528,528,528,,,,,0,0,1,,0,0,0,0,1,0,0,0,0,0,,0,Developer,Town of Severance,Mar '06
CO1873,2006,CO,0.6,0.6,0.6,12,12,12,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Windsor,Mar '06
CO1874,2006,CO,360,360,360,7200,7200,7200,250000,140873,391.31,19.567,1,0,0,,0,0,0,0,0,0,0,0,0,1,,0,"Groundwater Appropriators of the South Platte River Basin,Inc.",private Landowners,Mar '06
CO1875,2006,CO,15,15,15,300,300,300,240000,135238,9015.86,450.79,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,Cache la Poudre Reservoir Co.,private Landowners,Mar '06
CO1878,2006,CO,,,,,,,1248012,703244.86,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Burlington Ditch Co./Wellington Reservoir Co.,City of Brighton,Mar '06
CO1879,2006,CO,144,144,144,2880,2880,2880,680400,383400,2662.5,133.125,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Morgan--Prewitt Reservoir Co.`,Parker Water and Sanitation District,Mar '06
CO1880,2006,CO,80,80,80,1600,1600,1600,210000,118333.33,1479.167,73.958,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Jackson Lake Reservoir and Irrigation Co.,City of Fort Morgan,Mar '06
CO1881,2006,CO,1048,1048,1048,20960,20960,20960,23645500,1332405.16,1271.37,63.569,1,0,0,,0,0,0,0,0,0,0,0,0,1,,0,RiversIrrigation Districte Reservoir and Land Co.,"RiversIrrigation Districte Irrigation District, Ft. Morgan School District, Orphan Wells of Wiggins and priveate parties",Mar '06
CO1882,2006,CO,700,700,700,700,700,700,7000,3944.44,5.635,5.635,0,1,0,1,,,,,,,,,,,,1,"Board of Water Works of Pueblo, CO",Various entities,May '06
CO1883,2006,CO,150,150,150,150,150,150,3150,1775,11.83,11.83,0,1,0,1,,,,,,,,,,,,1,"Board of Water Works of Pueblo, CO",Various entities,May '06
CO1884,2006,CO,2395,2395,2395,2395,2395,2395,47900,26991.27,11.27,11.27,0,1,0,1,1,0,0,0,0,0,0,,0,0,,0,"Board of Water Works of Pueblo, CO",16 Irrigators,May '06
CO1885,2006,CO,4000,4000,4000,4000,4000,4000,80000,45079.37,11.27,11.27,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,"Board of Water Works of Pueblo, CO",Highline Canal Co.,May '06
CO1886,2006,CO,250,250,250,250,250,250,5750,3240.08,12.96,12.96,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,"Board of Water Works of Pueblo, CO",3 Irrigators,May '06
CO1887,2006,CO,10655,10655,10655,10655,10655,10655,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,"Board of Water Works of Pueblo, CO",ag and urban users,May '06
CO1888,2006,CO,10.4,10.4,10.4,208,208,208,139100,78381.75,7536.71,376.83,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,town of Eaton,May '06
CO1889,2006,CO,43.2,43.2,43.2,864,864,864,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Firestone,May '06
CO1890,2006,CO,78.4,78.4,78.4,1568,1568,1568,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Firestone,May '06
CO1891,2006,CO,28.8,28.8,28.8,576,576,576,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,City of Fort Morgan,May '06
CO1892,2006,CO,41.6,41.6,41.6,832,832,832,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Little Thompson Water District,May '06
CO1893,2006,CO,1.6,1.6,1.6,32,32,32,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Longs Peak Water District,May '06
CO1894,2006,CO,4,4,4,80,80,80,,,,,0,0,1,,0,1,0,0,0,0,0,0,0,0,,0,Developer,City of Loveland,May '06
CO1895,2006,CO,0.8,0.8,0.8,16,16,16,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Developer,Town of Severance,May '06
CO1896,2006,CO,909,909,909,909,909,909,1127160,635145.71,698.7,698.7,0,1,0,,0,0,0,0,1,0,0,0,0,0,,0,City of Westminster,45 entities,May '06
CO1897,2006,CO,39,39,39,780,780,780,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,ConsolIrrigation Districtated Home Supply Ditch and Reservoir Company,Developers,May '06
CO1898,2006,CO,,,,,,,65000,36626.98,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Handy Ditch Company,Developers,May '06
CO1899,2006,CO,40000,40000,40000,800000,800000,800000,,,,,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Fort Lyon Canal Company,Pure Cycle Corporation,May '06
CO1900,2006,CO,10.8,10.8,10.8,216,216,216,176400,"99,400.00",5522.22,276.11,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Ft. Collins Loveland WD,November '06
CO1901,2006,CO,42,42,42,840,840,840,686000,"386,555.56",5522.22,276.11,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Ft. Collins Loveland WD,November '06
CO1902,2006,CO,30,30,30,600,600,600,500000,"281,746.03","5,634.92",281.75,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Ft. Collins Loveland WD,November '06
CO1903,2006,CO,4.2,4.2,4.2,84,84,84,72100,"40,627.78","5,803.97",290.2,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,North Weld County Water District,November '06
CO1904,2006,CO,4.8,4.8,4.8,96,96,96,84000,"47,333.33","5,916.67",295.83,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Left Hand Water District,November '06
CO1905,2006,CO,6,6,6,120,120,120,100000,"56,349.21","5,634.92",281.75,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Left Hand Water District,November '06
CO1906,2006,CO,10.8,10.8,10.8,216,216,216,180000,"101,428.57","5,634.92",281.75,1,0,0,,0,1,0,0,0,0,0,0,0,0,,0,Irrigator,Left Hand Water District,November '06
